71.58,23.188,84.055,83.02,66.688,1.852,25.833,68.492,22.19,92.419,6,28,42,26,0,43,28,26,32,16,0.05,0.172,0.04,0.035,0.058,0.228,0.166,0.068,0.176,0.008,3,7
38.628,27.005,33.435,40.487,98.899,70.1,87.885,42.695,13.853,46.971,30,1,18,19,8,8,28,6,7,0,0.138,0.13,0.135,0.124,0.008,0.06,0.048,0.107,0.159,0.093,3,7
3.763,43.391,70.41,68.04,76.924,98.151,76.375,73.641,91.01,60.07,45,19,6,46,41,15,18,8,21,21,0.285,0.159,0.076,0.11,0.082,0.006,0.068,0.068,0.03,0.115,3,7
5.778,94.911,62.618,25.491,71.641,92.695,10.736,75.798,60.672,50.151,30,31,39,49,5,47,49,11,3,42,0.208,0.013,0.087,0.173,0.052,0.025,0.206,0.046,0.075,0.116,3,7
44.177,11.016,41.543,68.444,56.949,35.482,19.863,49.925,82.213,31.647,7,16,17,47,27,25,27,40,28,24,0.087,0.17,0.1,0.058,0.071,0.119,0.157,0.096,0.014,0.127,3,7
54.862,21.663,35.316,64.648,40.684,74.159,67.087,25.487,50.756,26.473,17,12,0,9,29,10,48,6,47,28,0.071,0.171,0.121,0.035,0.122,0.006,0.051,0.155,0.102,0.166,3,7
62.622,44.946,59.195,98.673,64.949,1.021,75.079,24.403,23.92,48.835,44,26,30,41,9,26,8,4,48,22,0.088,0.11,0.086,0.021,0.064,0.189,0.045,0.135,0.161,0.101,3,7
68.191,84.537,35.372,66.872,21.607,24.243,93.159,32.17,16.295,72.309,21,11,48,23,2,18,22,15,24,19,0.065,0.024,0.153,0.07,0.15,0.156,0.014,0.137,0.176,0.055,3,7
73.814,52.817,74.052,41.256,27.981,14.358,12.857,67.207,38.437,44.489,21,33,39,15,39,11,37,38,1,43,0.01,0.078,0.018,0.104,0.155,0.183,0.199,0.038,0.106,0.108,3,7
63.078,26.295,23.6,98.202,72.78,77.622,16.586,84.654,75.25,61.476,35,10,2,32,10,23,27,9,44,12,0.103,0.17,0.171,0.02,0.064,0.061,0.204,0.036,0.081,0.091,3,7
28.228,21.289,89.053,65.811,72.798,67.346,38.907,36.922,82.3,52.076,44,39,35,37,30,12,28,20,38,36,0.179,0.194,0.014,0.076,0.054,0.057,0.141,0.141,0.034,0.111,3,7
81.216,49.774,25.459,42.281,77.165,94.417,30.116,39.915,27.949,49.806,27,22,13,8,32,24,47,45,6,5,0.042,0.104,0.147,0.109,0.054,0.013,0.161,0.14,0.137,0.092,3,7
93.47,77.946,35.202,76.809,17.71,38.9,37.789,61.175,24.11,49.633,46,4,16,37,5,22,3,16,22,8,0.036,0.033,0.132,0.063,0.159,0.129,0.115,0.078,0.16,0.095,3,7
83.632,63.22,36.905,84.331,31.453,96.014,63.371,54.059,69.005,55.869,35,24,44,1,48,15,49,13,44,13,0.049,0.099,0.18,0.032,0.197,0.006,0.11,0.119,0.093,0.114,3,7
12.514,89.294,27.473,85.807,74.32,11.705,8.101,10.644,71.504,27.726,27,5,2,45,6,0,34,44,42,28,0.156,0.003,0.115,0.031,0.031,0.143,0.168,0.169,0.055,0.129,3,7
50.035,53.308,28.482,26.817,3.844,75.655,95.232,95.177,38.414,19.764,19,45,3,5,30,1,42,9,33,17,0.097,0.107,0.127,0.131,0.19,0.037,0.026,0.005,0.127,0.152,3,7
50.126,84.298,93.367,28.853,32.948,42.798,43.961,49.684,83.576,95.82,4,11,44,9,21,44,38,30,22,34,0.113,0.033,0.029,0.169,0.166,0.155,0.148,0.129,0.041,0.017,3,7
6.401,87.809,52.747,70.023,46.835,48.236,74.437,33.789,60.635,66.948,6,20,43,41,46,6,5,16,21,43,0.216,0.01,0.117,0.07,0.135,0.105,0.035,0.15,0.082,0.079,3,7
63.811,17.917,91.718,74.766,30.594,64.951,42.862,71.766,30.086,66.553,3,42,40,13,8,25,25,28,25,47,0.067,0.2,0.02,0.046,0.15,0.077,0.13,0.062,0.161,0.085,3,7
29.609,74.858,85.096,15.712,76.304,28.776,40.964,31.588,45.502,29.057,36,11,39,4,40,39,20,18,35,23,0.141,0.027,0.019,0.154,0.04,0.145,0.107,0.127,0.105,0.135,3,7
60.595,14.085,64.312,94.997,25.241,20.838,44.977,52.947,83.773,82.343,7,30,40,42,0,30,39,13,33,40,0.077,0.188,0.084,0.019,0.15,0.174,0.126,0.097,0.039,0.046,3,7
2.963,30.765,53.076,77.109,53.245,54.012,65.784,74.183,49.783,98.664,30,48,36,7,13,2,42,16,2,47,0.212,0.165,0.112,0.047,0.099,0.091,0.09,0.058,0.1,0.025,3,7
25.996,52.601,87.905,90.77,25.348,56.916,34.001,81.568,57.116,73.789,31,17,10,34,6,35,27,38,23,1,0.194,0.113,0.013,0.019,0.181,0.112,0.17,0.047,0.105,0.046,3,7
21.429,33.337,34.251,3.377,29.476,86.56,51.548,18.549,23.216,19.937,37,3,44,46,36,40,41,42,17,48,0.118,0.086,0.1,0.15,0.105,0.014,0.071,0.124,0.107,0.125,3,7
36.483,89.369,19.215,98.202,48.351,28.987,54.591,47.374,19.857,64.317,15,42,27,40,12,38,8,41,0,6,0.122,0.039,0.16,0.022,0.098,0.148,0.085,0.116,0.144,0.066,3,7
70.408,62.659,27.714,51.813,43.641,66.109,61.808,50.875,87.853,42.142,28,34,47,28,43,46,8,4,20,1,0.062,0.087,0.191,0.114,0.144,0.083,0.076,0.105,0.01,0.128,3,7
91.777,24.448,50.469,17.122,7.005,96.384,26.495,98.277,58.623,60.529,8,17,1,19,12,38,37,21,31,23,0.017,0.153,0.093,0.169,0.184,0.027,0.162,0.013,0.096,0.087,3,7
26.89,56.275,29.315,65.959,78.842,97.099,71.329,75.531,24.543,87.945,10,28,46,31,4,39,16,12,33,45,0.175,0.113,0.189,0.091,0.045,0.02,0.07,0.057,0.194,0.045,3,7
28.3,57.368,18.08,34.273,47.386,6.747,60.453,97.945,64.972,92.701,34,35,48,48,14,20,15,35,21,35,0.144,0.091,0.174,0.144,0.094,0.174,0.07,0.016,0.067,0.026,3,7
56.791,30.744,65.677,42.82,18.226,87.321,55.083,80.842,65.374,13.47,4,8,4,4,18,1,3,9,0,47,0.08,0.149,0.058,0.114,0.192,0.001,0.083,0.027,0.054,0.241,3,7
0.119,94.153,32.029,36.608,87.392,98.326,5.926,42.439,63.191,94.891,38,16,12,6,19,10,26,18,35,19,0.229,0.018,0.141,0.126,0.034,0.004,0.207,0.125,0.098,0.019,3,7
7.326,46.507,67.098,97.419,59.853,76.917,58.495,52.381,15.903,62.069,38,20,0,42,36,27,47,2,3,26,0.203,0.114,0.062,0.022,0.095,0.056,0.104,0.093,0.167,0.085,3,7
38.703,95.523,18.543,35.384,29.566,71.778,85.753,19.084,14.17,39.099,1,27,27,48,31,31,13,9,4,9,0.098,0.017,0.15,0.135,0.133,0.061,0.025,0.137,0.142,0.103,3,7
18.232,18.025,84.39,57.858,77.182,22.214,16.531,29.479,56.014,38.742,22,20,43,38,36,38,29,41,28,47,0.138,0.137,0.02,0.07,0.029,0.144,0.148,0.131,0.065,0.118,3,7
27.817,80.707,93.63,46.763,47.068,8.403,97.81,15.797,56.692,62.947,25,38,34,27,4,45,6,39,24,49,0.15,0.051,0.023,0.113,0.101,0.198,0.001,0.18,0.092,0.092,3,7
0.669,96.135,79.76,49.12,36.489,23.848,14.187,25.659,93.218,57.181,21,16,6,10,32,42,15,4,23,18,0.187,0.01,0.031,0.09,0.131,0.163,0.157,0.127,0.021,0.082,3,7
54.892,26.336,10.065,99.604,66.629,36.779,88.737,14.054,72.454,55.319,49,41,22,32,17,48,43,8,16,37,0.105,0.154,0.174,0.013,0.066,0.138,0.039,0.159,0.055,0.098,3,7
57.645,74.594,46.791,48.794,7.556,13.643,5.983,58.688,67.228,36.376,42,0,28,22,13,12,49,33,44,25,0.065,0,0.087,0.079,0.185,0.168,0.206,0.058,0.04,0.113,3,7
25.198,24.864,45.389,66.17,97.307,74.737,29.825,23.707,86.155,89.418,46,16,39,13,36,19,3,33,48,38,0.174,0.161,0.128,0.071,0.016,0.056,0.144,0.171,0.045,0.034,3,7
44.758,97.74,39.611,22.935,28.96,39.683,37.01,60.975,29.64,48.736,5,15,5,48,27,3,45,28,18,19,0.089,0.008,0.098,0.155,0.131,0.096,0.129,0.078,0.123,0.092,3,7
50.132,91.967,23.518,36.444,78.883,98.644,50.133,42.87,36.976,17.7,25,39,16,26,28,13,47,46,34,1,0.104,0.031,0.15,0.13,0.05,0.006,0.114,0.128,0.133,0.154,3,7
95.123,71.241,16.327,75.255,14.278,14.034,33.136,65.975,47.546,46.695,39,4,48,47,17,40,46,32,31,14,0.016,0.044,0.166,0.056,0.156,0.167,0.134,0.067,0.1,0.094,3,7
45.975,37.376,87.522,81.757,48.716,16.939,6.92,51.047,82.783,68.128,35,45,18,13,42,41,38,29,6,27,0.12,0.147,0.006,0.018,0.117,0.196,0.22,0.104,0.012,0.06,3,7
57.283,2.879,26.8,67.865,10.55,12.583,52.93,91.354,4.907,19.731,16,5,11,30,14,22,29,0,0,28,0.066,0.141,0.109,0.06,0.136,0.139,0.083,0,0.133,0.133,3,7
4.425,38.6,66.163,78.426,50.893,49.874,98.457,68.727,23.372,6.205,29,15,45,24,22,24,14,21,44,0,0.18,0.113,0.08,0.048,0.095,0.098,0.007,0.063,0.155,0.162,3,7
19.948,25.319,99.842,96.749,45.321,41.424,18.892,64.571,0.511,58.772,22,44,25,25,12,16,35,37,17,8,0.144,0.152,0.013,0.018,0.094,0.103,0.155,0.081,0.172,0.068,3,7
21.237,81.987,1.768,87.123,36.494,42.415,49.318,41.652,54.103,52.236,13,33,24,44,21,19,20,13,32,47,0.143,0.03,0.195,0.028,0.117,0.103,0.089,0.099,0.089,0.107,3,7
22.378,77.828,9.904,30.183,23.594,9.261,70.562,61.611,66.35,29.936,6,25,30,29,48,47,25,37,46,39,0.129,0.009,0.169,0.121,0.145,0.178,0.026,0.052,0.045,0.126,3,7
94.319,60.577,32.014,8.655,28.81,62.261,23.208,32.937,86.23,68.279,6,44,32,40,17,6,37,42,0,29,0.003,0.088,0.138,0.188,0.137,0.066,0.158,0.141,0.016,0.065,3,7
74.254,48.879,28.352,43.314,61.01,70.276,7.092,54.564,55.243,84.544,38,22,11,36,49,33,29,34,26,16,0.047,0.106,0.155,0.13,0.091,0.054,0.225,0.098,0.091,0.003,3,7
27.576,43.203,43.202,61.875,52.331,59.925,43.414,31.271,95.265,54.223,22,42,25,4,26,19,1,27,3,37,0.148,0.13,0.119,0.068,0.101,0.082,0.103,0.144,0.001,0.105,3,7
33.845,6.609,89.39,7.079,64.606,26.918,11.851,88.74,71.529,57.391,41,45,9,7,43,46,8,17,49,45,0.129,0.186,0.001,0.165,0.068,0.146,0.156,0.007,0.058,0.084,3,7
1.864,54.293,37.599,54.418,49.343,92.837,25.963,8.39,83.711,17.47,11,40,38,19,30,37,7,29,15,23,0.161,0.09,0.118,0.075,0.092,0.021,0.116,0.162,0.021,0.142,3,7
18.321,69.074,25.714,14.683,97.456,7.055,76.647,35.049,43.658,30.188,37,38,35,36,9,37,12,40,44,12,0.141,0.062,0.128,0.146,0,0.159,0.034,0.117,0.105,0.108,3,7
99.361,28.818,82.432,41.975,32.952,40.419,55.555,84.024,69.474,5.648,4,33,44,23,45,34,34,6,4,32,0,0.153,0.056,0.122,0.152,0.131,0.102,0.031,0.058,0.197,3,7
45.023,91.266,53.986,53.835,88.538,54.961,68.142,88.321,62.52,62.164,20,35,25,17,2,16,0,22,40,4,0.18,0.024,0.151,0.146,0.011,0.141,0.083,0.026,0.131,0.107,3,7
92.695,31.857,33.103,96.792,50.37,62.087,59.355,81.527,36.303,16.824,25,24,27,3,24,43,8,20,21,21,0.024,0.154,0.153,0,0.114,0.101,0.084,0.044,0.142,0.184,3,7
27.519,70.824,15.184,57.95,74.146,0.571,4.043,7.293,34.317,14.761,9,44,1,34,42,44,6,27,35,44,0.097,0.026,0.119,0.048,0.019,0.168,0.143,0.146,0.096,0.139,3,7
35.147,57.21,48.201,31.114,55.293,75.13,58.72,82.387,7.567,26.672,35,48,23,26,43,42,49,39,12,3,0.133,0.083,0.095,0.139,0.086,0.035,0.08,0.016,0.193,0.141,3,7
75.297,99.421,99.932,94.505,82.187,96.474,31.637,16.946,21.837,22.378,21,48,3,49,40,29,7,37,15,33,0.069,0.024,0,0.036,0.062,0.021,0.169,0.219,0.196,0.204,3,7
13.27,44.527,38.911,46.269,13.187,54.426,3.943,12.828,29.714,97.035,47,47,8,19,35,2,10,15,19,2,0.15,0.105,0.087,0.084,0.141,0.061,0.138,0.128,0.107,0,3,7
70.883,11.748,13.864,73.773,95.668,37.085,26.257,18.914,72.922,86.118,36,38,23,39,12,31,3,15,18,35,0.067,0.183,0.171,0.063,0.005,0.13,0.135,0.156,0.053,0.037,3,7
48.233,79.404,20.364,3.091,88.328,80.937,22.082,20.69,76.728,55.347,5,47,22,24,4,31,28,16,30,6,0.091,0.051,0.166,0.207,0,0.036,0.167,0.161,0.045,0.076,3,7
23.253,9.083,63.122,86.118,56.737,99.458,52.252,80.652,59.997,92.5,30,38,24,41,38,10,29,11,6,47,0.194,0.232,0.096,0.052,0.119,0.002,0.125,0.047,0.093,0.04,3,7
57.242,65.895,57.538,34.399,86.404,90.947,32.972,25.817,11.914,59.366,37,23,23,15,4,21,9,10,30,43,0.1,0.07,0.089,0.136,0.01,0.012,0.135,0.152,0.197,0.099,3,7
21.336,59.363,65.045,1.074,97.569,70.184,54.045,99.077,79.45,84.075,19,48,20,21,37,42,41,48,43,1,0.196,0.116,0.09,0.247,0.018,0.087,0.126,0.019,0.065,0.037,3,7
11.347,85.896,23.266,45.215,51.528,2.991,13.467,52.126,68.348,86.664,5,25,35,28,37,14,1,46,5,37,0.157,0.015,0.149,0.1,0.092,0.179,0.15,0.096,0.04,0.02,3,7
36.46,0.736,14.143,86.391,9.448,47.84,69.853,59.379,84.723,33.905,6,2,15,39,44,49,25,24,40,31,0.106,0.178,0.157,0.018,0.18,0.103,0.046,0.067,0.022,0.123,3,7
50.971,84.854,10.943,71.446,41.474,24.428,15.029,74.583,34.307,13.337,30,17,19,21,42,15,6,25,45,42,0.084,0.007,0.159,0.037,0.111,0.129,0.143,0.033,0.128,0.169,3,7
47.549,0.544,58.432,30.266,86.368,35.423,85.638,34.708,51.925,0.86,17,46,46,38,35,25,37,28,39,2,0.085,0.193,0.075,0.129,0.014,0.113,0.016,0.116,0.086,0.173,3,7
45.487,48.25,69.504,92.716,29.968,64.612,64.702,39.28,55.019,71.377,0,46,47,39,34,1,42,14,36,1,0.119,0.134,0.081,0.019,0.175,0.072,0.091,0.142,0.113,0.054,3,7
87.911,46.677,66.196,74.96,4.477,62.245,71.892,97.439,1.793,67.689,20,47,17,14,0,45,7,32,46,5,0.032,0.138,0.079,0.058,0.207,0.102,0.061,0.017,0.238,0.069,3,7
8.177,58.319,53.247,20.06,9.871,6.612,4.583,39.814,87.052,99.176,3,48,28,11,6,14,1,30,38,21,0.133,0.09,0.084,0.121,0.132,0.142,0.137,0.105,0.042,0.013,3,7
37.444,73.261,88.271,94.992,23.697,99.723,70.809,37.718,26.84,88.808,13,16,24,41,10,29,26,42,44,16,0.156,0.07,0.039,0.036,0.187,0.015,0.084,0.177,0.206,0.032,3,7
2.89,45.45,4.09,4.18,96.066,14.443,49.849,58.176,66.676,24.588,24,0,9,5,33,23,33,13,11,29,0.154,0.075,0.142,0.139,0.023,0.136,0.091,0.065,0.051,0.125,3,7
9.085,47.634,45.916,78.131,22.847,60.531,26.431,9.996,97.519,99.767,32,37,5,31,20,30,40,46,10,32,0.173,0.108,0.094,0.052,0.143,0.082,0.147,0.179,0.007,0.014,3,7
3.737,73.72,8.829,34.966,51.898,77.746,70.419,3.35,78.523,45.036,22,39,11,29,45,21,14,2,3,36,0.207,0.035,0.187,0.13,0.096,0.014,0.028,0.195,0.001,0.108,3,7
3.333,70.563,99.356,92.377,4.592,95.55,75.352,53.246,46.209,65.342,41,1,29,27,5,28,46,44,18,40,0.235,0.065,0.013,0.028,0.216,0.021,0.075,0.124,0.128,0.095,3,7
94.15,25.028,98.987,27.991,87.971,20.88,26.339,5.83,35.874,94.09,2,28,0,15,44,5,27,5,44,18,0.01,0.156,0,0.141,0.05,0.148,0.152,0.176,0.146,0.021,3,7
29.669,66.642,77.075,47.136,31.555,28.094,40.551,55.574,52.882,68.22,43,19,23,30,39,34,15,1,12,6,0.177,0.044,0.013,0.113,0.168,0.176,0.125,0.069,0.084,0.031,3,7
16.621,71.257,85.819,18.668,7.149,28.386,11.959,51.248,8.904,8.98,28,37,24,29,16,45,17,37,23,22,0.123,0.045,0.008,0.121,0.125,0.122,0.119,0.077,0.13,0.129,3,7
18.706,66.848,70.932,81.799,79.916,89.842,95.934,58.922,81.261,65.204,37,40,6,33,33,10,36,23,44,16,0.288,0.121,0.088,0.065,0.072,0.024,0.017,0.139,0.073,0.113,3,7
9.472,48.951,48.058,9.795,94.585,63.756,88.986,61.33,62.206,38.494,44,18,7,46,26,43,34,15,39,11,0.199,0.101,0.097,0.199,0.011,0.085,0.028,0.074,0.086,0.119,3,7
73.903,10.185,27.182,39.916,21.818,47.939,94.162,24.568,39.294,62.921,38,13,17,1,21,26,27,13,20,37,0.058,0.154,0.127,0.095,0.139,0.096,0.016,0.129,0.108,0.077,3,7
91.962,75.923,14.983,43.166,76.597,83.477,13.483,55.368,87.932,55.725,8,31,43,21,21,40,4,43,10,47,0.002,0.059,0.231,0.142,0.051,0.043,0.214,0.121,0.014,0.122,3,7
36.649,16.384,88.486,12.178,72.929,37.721,75.347,5.132,62.785,89.96,6,49,5,25,33,46,27,41,41,45,0.116,0.181,0.003,0.179,0.05,0.133,0.042,0.201,0.076,0.019,3,7
84.069,74.279,12.382,90.975,97.232,73.3,86.902,50.425,45.867,65.101,14,22,47,7,17,32,4,6,4,0,0.051,0.087,0.293,0.024,0.014,0.098,0.034,0.145,0.157,0.096,3,7
63.579,6.606,66.971,56.41,66.461,40.512,99.192,93.777,46.005,67.414,46,0,43,28,30,39,35,14,19,25,0.102,0.21,0.092,0.11,0.088,0.151,0.016,0.019,0.129,0.083,3,7
72.279,89.291,63.991,87.695,86.336,58.683,86.227,83.467,46.778,18.163,15,36,8,34,4,20,18,35,19,46,0.081,0.021,0.113,0.026,0.013,0.144,0.022,0.045,0.196,0.338,3,7
39.912,74.101,53.436,27.771,39.998,70.951,68.149,46.32,68.103,4.765,14,38,42,22,0,17,45,45,36,7,0.127,0.018,0.093,0.174,0.121,0.019,0.042,0.119,0.038,0.248,3,7
57.698,18.582,65.983,48.148,17.963,66.36,53.293,63.629,40.351,77.552,29,43,1,35,33,47,27,26,35,28,0.077,0.212,0.038,0.111,0.21,0.056,0.091,0.056,0.137,0.011,3,7
77.675,31.78,92.777,77.37,46.447,63.299,34.179,96.953,89.157,73.069,49,13,20,20,16,32,20,34,43,14,0.093,0.199,0.019,0.066,0.157,0.121,0.198,0.02,0.052,0.074,3,7
47.831,91.069,77.088,42.47,82.953,38.998,48.382,87.817,94.064,93.634,4,27,39,35,34,17,14,13,44,15,0.171,0.025,0.085,0.21,0.06,0.212,0.175,0.029,0.025,0.008,3,7
72.612,88.649,80.698,2.497,25.445,71.177,6.693,13.28,14.689,32.401,34,14,21,23,42,20,14,46,42,29,0.047,0,0.021,0.165,0.14,0.037,0.15,0.165,0.159,0.116,3,7
78.338,60.127,91.929,23.666,24.501,29.886,98.15,77.847,74.296,83.244,31,45,45,32,9,22,40,45,8,4,0.065,0.119,0.037,0.206,0.192,0.185,0.019,0.074,0.064,0.038,3,7
18.627,32.057,61.807,56.68,96.547,20.196,4.242,61.363,52.467,15.5,7,26,8,16,10,29,25,7,34,4,0.128,0.125,0.06,0.076,0.006,0.147,0.169,0.059,0.1,0.13,3,7
76.114,0.416,90.139,28.459,10.55,29.612,92.981,22.331,66.03,24.977,32,41,2,9,34,32,29,43,26,36,0.044,0.184,0.005,0.119,0.163,0.128,0.013,0.146,0.06,0.138,3,7
3.577,17.721,34.153,52.762,60.535,77.921,17.549,76.489,10.43,94.577,36,34,0,17,14,44,7,39,34,17,0.178,0.152,0.106,0.082,0.067,0.052,0.138,0.052,0.165,0.009,3,7
0.006,22.831,78.841,97.148,41.832,1.684,13.835,31.507,92.461,10.503,28,31,36,16,10,35,45,14,37,24,0.159,0.127,0.046,0.004,0.083,0.162,0.15,0.102,0.026,0.14,3,7
35.247,94.464,90.3,17.202,20.15,30.637,76.449,60.366,9.56,83.241,26,1,25,31,34,45,46,27,20,25,0.133,0,0.02,0.172,0.168,0.151,0.058,0.082,0.183,0.034,3,7
20.502,47.03,71.083,83.159,19.396,29.045,93.675,38.212,20.834,16.337,25,25,8,9,3,22,37,21,4,15,0.148,0.102,0.044,0.024,0.131,0.131,0.031,0.114,0.129,0.147,3,7
71.335,15.641,50.003,78.812,56.61,81.348,38.319,50.434,10.526,50.487,16,32,49,43,16,14,13,21,47,20,0.031,0.202,0.12,0.034,0.072,0.001,0.121,0.094,0.23,0.093,3,7
24.72,95.979,67.778,48.014,20.43,98.436,43.549,3.217,65.855,85.533,22,36,4,48,30,45,35,12,45,48,0.158,0.019,0.062,0.122,0.17,0.018,0.125,0.197,0.084,0.046,3,7
52.278,14.18,64.576,0.125,23.211,8.492,40.578,32.011,77.939,48.701,45,32,49,12,25,49,6,25,10,32,0.075,0.148,0.052,0.166,0.125,0.17,0.078,0.107,0.002,0.076,3,7
58.023,1.995,35.762,62.398,56.23,74.555,98.402,8.109,26.993,33.745,42,3,18,4,37,22,21,35,24,45,0.089,0.16,0.112,0.06,0.089,0.05,0.01,0.168,0.13,0.131,3,7
60.74,43.219,98.017,84.596,42.358,49.794,84.836,88.97,31.03,82.648,22,2,13,32,37,3,43,11,14,13,0.119,0.153,0.008,0.059,0.181,0.135,0.067,0.032,0.196,0.051,3,7
38.593,38.704,99.517,59.046,11.127,40.982,62.699,43.933,20.997,19.121,2,8,47,30,24,25,29,10,46,38,0.095,0.098,0.024,0.078,0.15,0.103,0.072,0.091,0.146,0.144,3,7
56.595,9.269,14.98,17.846,17.346,0.732,45.26,13.645,54.595,71.374,19,45,6,48,16,48,24,46,7,8,0.039,0.155,0.12,0.139,0.121,0.175,0.066,0.147,0.036,0.001,3,7
6.281,18.4,89.152,8.144,86.2,9.797,60.941,28.797,95.97,40.46,24,44,16,47,32,19,15,15,37,36,0.161,0.159,0.012,0.179,0.032,0.15,0.059,0.114,0.02,0.114,3,7
61.236,49.869,30.666,26.145,95.225,42.063,18.757,21.685,69.027,79.994,26,4,15,9,1,25,1,19,23,24,0.088,0.089,0.136,0.139,0,0.124,0.146,0.157,0.07,0.05,3,7
92.076,19.237,12.227,10.95,96.622,26.869,23.144,12.641,38.317,53.116,17,36,22,35,18,4,20,32,37,8,0.015,0.138,0.139,0.15,0.009,0.105,0.121,0.145,0.11,0.068,3,7
90.034,32.686,2.71,60.347,42.064,35.853,59.521,42.538,83.259,23.316,22,40,32,38,38,14,18,2,45,35,0.009,0.135,0.193,0.078,0.115,0.116,0.07,0.097,0.034,0.152,3,7
19.513,31.718,41.976,32.336,96.439,24.757,60.365,52.369,8.897,17.074,37,42,47,1,0,49,20,32,10,20,0.134,0.118,0.105,0.097,0,0.132,0.064,0.082,0.137,0.13,3,7
56.77,77.998,70.149,38.466,16.967,54.486,65.553,81.287,79.461,68.238,33,24,11,12,5,33,0,5,24,14,0.131,0.033,0.056,0.193,0.28,0.141,0.068,0.004,0.026,0.067,3,7
74.34,38.925,39.532,17.953,29.634,0.169,10.35,65.559,69.708,16.668,21,20,1,48,47,3,31,28,13,18,0.011,0.092,0.08,0.156,0.129,0.172,0.164,0.036,0.017,0.142,3,7
